disno,historic,class_key,event_name,iso,origin,associ_types,ofda_response,appeal,decl,amount_aid,magni,magn_scale,lat,long,start_year,total_deaths,total_affec,total_damage,total_damadj,cpi,entry_date,last_update
6725,0,nat-met-sto-tro,"Tropical storm ""Mirinae"" (Santi)",98,143,73,0,0,0,1760.0,140.0,Kph,-0.72,99.867,2009,2.0,802175.0,15194.0,20726.0,73.30717672193867,2010-01-18,2023-09-25
6726,0,nat-met-sto-tro,"Tropical storm ""Mirinae"" (Santi)",147,143,73,0,0,0,1760.0,140.0,Kph,-0.72,99.867,2009,39.0,802175.0,15194.0,20726.0,73.30717672193867,2010-01-18,2023-09-25
6727,0,nat-met-sto-tro,"Tropical storm ""Mirinae"" (Santi)",206,143,38,0,0,0,1760.0,140.0,Kph,-0.72,99.867,2009,124.0,500145.0,280000.0,381954.0,73.30717672193867,2010-02-09,2023-09-25
6728,0,nat-geo-ear-gro,Cholera,84,143,73,0,0,0,121.0,7.6,Richter,-0.72,99.867,2009,2.0,1510.0,2430.0,3315.0,73.30717672193867,2010-03-07,2023-09-25
6729,0,nat-hyd-mmw-lan,Cholera,84,143,73,0,0,0,121.0,35730.0,Km2,11.47,77.85,2009,14.0,8.0,64000.0,87304.0,73.30717672193867,2009-11-16,2023-09-25
6730,0,nat-hyd-flo-riv,Cholera,85,143,73,0,0,0,121.0,35730.0,Km2,11.47,77.85,2009,70.0,8.0,64000.0,87304.0,73.30717672193867,2010-03-05,2023-09-25
6731,0,nat-hyd-flo-riv,Cholera,196,217,73,0,0,0,121.0,194800.0,Km2,-6.77,35.89,2009,20.0,10000096.0,1030000.0,1405047.0,73.30717672193867,2010-03-05,2023-09-25
6732,0,nat-met-sto-bli,Cholera,34,78,73,0,0,0,121.0,5.0,Kph,27.334,56.202,2009,41.0,10000096.0,1030000.0,1405047.0,73.30717672193867,2010-04-30,2023-09-25
6733,0,nat-hyd-flo-fla,Cholera,88,78,73,0,0,0,121.0,5.0,Km2,27.334,56.202,2009,2.0,3000.0,484000.0,660235.0,73.30717672193867,2009-12-03,2023-09-25
6734,0,nat-bio-epi-bac,Cholera,36,78,73,0,0,0,121.0,5.0,Richter,27.334,56.202,2009,109.0,1456.0,484000.0,660235.0,73.30717672193867,2010-08-13,2023-09-25
6735,0,nat-geo-ear-gro,Dengue,87,78,73,0,0,0,121.0,5.0,Richter,27.334,56.202,2009,16.0,269.0,484000.0,660235.0,73.30717672193867,2010-03-07,2023-09-25
6736,0,nat-hyd-flo-riv,Dengue,96,78,73,0,0,0,121.0,106600.0,Km2,54.0,-1.66,2009,16.0,44850.0,484000.0,660235.0,73.30717672193867,2010-04-12,2023-09-25
6737,0,nat-bio-epi-vir,Dengue,42,143,3,0,0,0,121.0,106600.0,Vaccinated,54.0,-1.66,2009,6.0,20147.0,484000.0,660235.0,73.30717672193867,2010-10-04,2023-09-25
6738,0,nat-hyd-flo-riv,Cholera,65,143,3,0,0,0,121.0,106600.0,Km2,54.0,-1.66,2009,3.0,3900.0,484000.0,660235.0,73.30717672193867,2009-12-03,2023-09-25
6739,0,nat-hyd-flo-riv,Cholera,86,143,3,0,0,0,121.0,160.0,Km2,7.07,79.94,2009,3.0,8020.0,19857.0,27087.0,73.30717672193867,2009-12-03,2023-09-25
6740,0,nat-hyd-flo-riv,Cholera,183,143,3,0,0,0,121.0,160.0,Km2,7.07,79.94,2009,3.0,8020.0,19857.0,27087.0,73.30717672193867,2009-12-03,2023-09-25
6741,0,nat-met-sto-bli,Cholera,34,143,38,0,0,0,121.0,160.0,Kph,7.07,79.94,2009,23.0,1197799.0,19857.0,27087.0,73.30717672193867,2010-04-30,2023-09-25
6742,0,nat-hyd-mmw-lan,Cholera,34,143,38,0,0,0,121.0,160.0,Km2,7.07,79.94,2009,23.0,60000.0,12.0,16.0,73.30717672193867,2009-12-03,2023-09-25
6743,0,nat-hyd-flo-fla,Cholera,108,143,38,0,0,0,121.0,160.0,Km2,7.07,79.94,2009,5.0,60000.0,12.0,16.0,73.30717672193867,2009-11-23,2023-09-25
6744,0,nat-bio-epi-bac,Cholera,213,453,38,0,0,0,121.0,160.0,Kph,40.83,40.41,2009,5.0,146.0,12.0,16.0,73.30717672193867,2009-12-11,2023-09-25
6745,0,nat-met-sto-sev,"Tropical depression ""Urduja""",65,453,38,0,0,0,121.0,160.0,Kph,40.83,40.41,2009,2.0,180.0,12.0,16.0,73.30717672193867,2010-01-12,2023-09-25
6746,0,nat-hyd-mmw-lan,"Tropical depression ""Urduja""",193,453,73,0,0,0,121.0,415000.0,Km2,40.83,40.41,2009,4.0,30618.0,12.0,16.0,73.30717672193867,2010-01-12,2023-09-25
6747,0,nat-hyd-flo-riv,"Tropical depression ""Urduja""",5,143,73,0,0,1,121.0,415000.0,Km2,-32.99,-59.05,2009,7.0,30618.0,12.0,16.0,73.30717672193867,2010-12-14,2023-09-25
6748,0,nat-hyd-flo-riv,"Tropical depression ""Urduja""",132,121,73,0,0,0,121.0,14490.0,Km2,5.74,100.96,2009,3.0,1793.0,12.0,16.0,73.30717672193867,2009-11-26,2023-09-25
6749,0,nat-hyd-flo-riv,"Tropical depression ""Urduja""",25,453,73,0,0,1,121.0,47900.0,Km2,-22.54,-43.12,2009,3.0,200.0,12.0,16.0,73.30717672193867,2009-12-04,2023-09-25
6750,0,nat-hyd-flo-riv,"Tropical depression ""Urduja""",185,319,73,0,0,0,121.0,35580.0,Km2,18.48,-91.05,2009,15.0,200000.0,12.0,16.0,73.30717672193867,2009-11-23,2023-09-25
6751,0,nat-hyd-flo-riv,"Tropical depression ""Urduja""",118,135,73,0,0,1,121.0,44320.0,Km2,18.48,-91.05,2009,4.0,107670.0,12.0,16.0,73.30717672193867,2009-12-16,2023-09-25
6752,0,nat-met-sto-tro,"Tropical depression ""Urduja""",147,453,73,0,0,0,121.0,114600.0,Kph,40.23,21.24,2009,4.0,48142.0,12.0,16.0,73.30717672193867,2009-12-03,2023-09-25
6753,0,nat-hyd-flo-riv,Meningitis,161,453,73,0,0,0,121.0,114600.0,Km2,40.23,21.24,2009,161.0,10000.0,900000.0,1227711.0,73.30717672193867,2010-03-10,2023-09-25
6754,0,nat-hyd-flo-riv,Meningitis,121,143,73,0,0,0,121.0,43490.0,Km2,56.4778,31.26,2009,25.0,20406.0,50000.0,68206.0,73.30717672193867,2010-01-20,2023-09-25
6755,0,nat-hyd-flo-riv,Meningitis,172,143,73,0,0,0,121.0,43490.0,Km2,56.4778,31.26,2009,11.0,3210.0,50000.0,68206.0,73.30717672193867,2010-01-13,2023-09-25
6756,0,nat-hyd-flo-riv,Meningitis,25,453,38,0,0,0,121.0,43490.0,Km2,56.4778,31.26,2009,11.0,10000.0,50000.0,68206.0,73.30717672193867,2014-10-15,2023-09-25
6757,0,nat-hyd-flo-riv,Meningitis,199,143,38,0,0,0,121.0,43490.0,Km2,-31.26,-56.48,2009,1.0,4000.0,13300.0,18143.0,73.30717672193867,2009-12-15,2023-09-25
6758,0,nat-hyd-flo-fla,Meningitis,170,143,38,0,0,0,121.0,5.9,Km2,-9.948,33.878,2009,18.0,1750.0,13300.0,18143.0,73.30717672193867,2009-12-07,2023-09-25
6759,0,nat-bio-epi-vir,Meningitis,37,143,38,0,0,0,121.0,5.9,Vaccinated,-9.948,33.878,2009,18.0,314.0,13300.0,18143.0,73.30717672193867,2009-12-10,2023-09-25
6760,0,nat-hyd-flo-fla,Cholera,84,143,38,0,0,0,121.0,5.9,Km2,-9.948,33.878,2009,6.0,704.0,13300.0,18143.0,73.30717672193867,2009-12-10,2023-09-25
6761,0,nat-bio-epi-bac,Cholera,37,143,38,0,0,0,121.0,5.9,Vaccinated,-9.948,33.878,2009,102.0,10070.0,13300.0,18143.0,73.30717672193867,2009-12-10,2023-09-25
6762,0,nat-bio-epi-bac,Cholera,37,143,38,0,0,0,121.0,5.9,Vaccinated,-9.948,33.878,2009,61.0,5639.0,13300.0,18143.0,73.30717672193867,2009-12-10,2023-09-25
6763,0,nat-bio-epi-vir,Typhoid fever,126,143,38,0,0,0,121.0,5.9,Vaccinated,-9.948,33.878,2009,43.0,466.0,13300.0,18143.0,73.30717672193867,2010-03-31,2023-09-25
6764,0,nat-hyd-flo-riv,Cholera,37,143,38,0,0,0,121.0,5.9,Km2,-9.948,33.878,2009,9.0,5000.0,13300.0,18143.0,73.30717672193867,2009-12-11,2023-09-25
6765,0,nat-bio-epi-bac,Cholera,197,121,38,0,0,0,121.0,5.9,Vaccinated,-9.948,33.878,2009,9.0,176.0,13300.0,18143.0,73.30717672193867,2009-12-11,2023-09-25
6766,0,nat-bio-epi-dis,Unknown,37,121,38,0,0,0,121.0,5.9,Vaccinated,-9.948,33.878,2009,29.0,100.0,13300.0,18143.0,73.30717672193867,2009-12-11,2023-09-25
6767,0,nat-geo-ear-gro,Cholera,131,121,38,1,0,0,121.0,5.9,Richter,-9.948,33.878,2009,1.0,15015.0,13300.0,18143.0,73.30717672193867,2014-05-06,2023-09-25
6768,0,nat-bio-epi-bac,Cholera,96,121,38,0,0,0,121.0,15650.0,Km2,8.02,81.27,2009,24.0,193.0,13300.0,18143.0,73.30717672193867,2009-12-15,2023-09-25
6769,0,nat-hyd-flo-riv,Mt. Garet,1,121,38,0,0,0,121.0,15650.0,Km2,8.02,81.27,2009,3.0,4650.0,13300.0,18143.0,73.30717672193867,2009-12-15,2023-09-25
6770,0,nat-hyd-flo-fla,Mt. Garet,108,453,38,0,0,0,121.0,15650.0,Km2,8.02,81.27,2009,3.0,300000.0,13300.0,18143.0,73.30717672193867,2010-01-04,2023-09-25
6771,0,nat-geo-vol-ash,Mt. Garet,207,121,38,0,0,0,121.0,100.0,Kph,-10.108,33.818,2009,2.0,400.0,13300.0,18143.0,73.30717672193867,2009-12-16,2023-09-25
6772,0,nat-met-sto-tro,Cyclone 'Mick',61,121,38,0,0,0,121.0,100.0,Kph,-10.108,33.818,2009,2.0,3845.0,13300.0,18143.0,73.30717672193867,2010-02-09,2023-09-25
6773,0,nat-hyd-flo-riv,Dengue,145,121,73,0,0,0,551.0,1500000.0,Km2,-10.108,33.818,2009,7.0,4248.0,145000.0,197798.0,73.30717672193867,2010-02-03,2023-09-25
6774,0,nat-bio-epi-vir,Dengue,80,255,23,0,0,0,551.0,1500000.0,Vaccinated,-10.108,33.818,2009,7.0,11771.0,145000.0,197798.0,73.30717672193867,2009-12-16,2023-09-25
6775,0,nat-hyd-flo-riv,Dengue,25,255,23,0,0,0,551.0,1500000.0,Km2,-10.108,33.818,2009,10.0,680000.0,145000.0,197798.0,73.30717672193867,2009-12-16,2023-09-25
6776,0,nat-hyd-flo-riv,Dengue,118,121,23,0,0,0,551.0,1500000.0,Km2,-10.108,33.818,2009,10.0,13014.0,145000.0,197798.0,73.30717672193867,2009-12-16,2023-09-25
6777,0,nat-bio-epi-vir,Dengue,169,121,23,0,0,0,551.0,1500000.0,Vaccinated,-10.108,33.818,2009,7.0,4598.0,145000.0,197798.0,73.30717672193867,2009-12-16,2023-09-25
6778,0,nat-bio-epi-vir,Dengue,137,121,23,0,0,0,551.0,1500000.0,Vaccinated,-10.108,33.818,2009,8.0,2050.0,145000.0,197798.0,73.30717672193867,2009-12-16,2023-09-25
6779,0,nat-bio-epi-vir,Dengue,146,121,23,0,0,0,551.0,1500000.0,Vaccinated,-10.108,33.818,2009,8.0,14151.0,145000.0,197798.0,73.30717672193867,2009-12-21,2023-09-25
6780,0,nat-bio-epi-vir,Dengue,154,121,23,0,0,0,551.0,1500000.0,Vaccinated,-10.108,33.818,2009,8.0,24.0,145000.0,197798.0,73.30717672193867,2009-12-21,2023-09-25
6781,0,nat-bio-epi-vir,Dengue,52,121,23,0,0,0,551.0,-33.6,Vaccinated,-10.108,33.818,2009,25.0,3270.0,145000.0,197798.0,73.30717672193867,2009-12-16,2023-09-25
6782,0,nat-hyd-mmw-lan,Mt. Mayon,146,121,23,0,0,1,551.0,-33.6,°C,-10.108,33.818,2009,59.0,1153.0,145000.0,197798.0,73.30717672193867,2009-12-21,2023-09-25
6783,0,nat-met-ext-col,Mt. Mayon,10,143,23,0,0,0,551.0,-33.6,°C,-10.108,33.818,2009,2.0,47.0,145000.0,197798.0,73.30717672193867,2010-01-05,2023-09-25
6784,0,nat-met-ext-col,Mt. Mayon,48,143,23,0,0,0,551.0,-33.6,°C,-10.108,33.818,2009,14.0,47.0,145000.0,197798.0,73.30717672193867,2010-02-04,2023-09-25
6785,0,nat-met-ext-col,Mt. Mayon,62,143,23,0,0,0,551.0,-24.0,°C,-10.108,33.818,2009,2.0,47.0,145000.0,197798.0,73.30717672193867,2009-12-21,2023-09-25
6786,0,nat-met-ext-col,Mt. Mayon,65,143,23,0,0,0,551.0,-16.0,°C,-10.108,33.818,2009,3.0,47.0,145000.0,197798.0,73.30717672193867,2010-01-05,2023-09-25
6787,0,nat-met-ext-col,Mt. Mayon,91,143,23,0,0,0,551.0,-16.0,°C,-10.108,33.818,2009,298.0,5721.0,145000.0,197798.0,73.30717672193867,2010-01-05,2023-09-25
6788,0,nat-met-ext-col,Mt. Mayon,150,143,23,0,0,0,551.0,-35.0,°C,-10.108,33.818,2009,298.0,5721.0,145000.0,197798.0,73.30717672193867,2011-03-07,2023-09-25
6789,0,nat-met-ext-col,Mt. Mayon,158,143,23,0,0,0,551.0,-20.0,°C,-10.108,33.818,2009,11.0,5721.0,145000.0,197798.0,73.30717672193867,2009-12-23,2023-09-25
6790,0,nat-met-ext-col,Mt. Mayon,198,143,23,0,0,0,551.0,-15.0,°C,-10.108,33.818,2009,27.0,5721.0,145000.0,197798.0,73.30717672193867,2009-12-21,2023-09-25
6791,0,nat-geo-ear-gro,Mt. Mayon,131,143,23,1,0,1,551.0,6.0,Richter,-10.108,33.818,2009,3.0,5721.0,145000.0,197798.0,73.30717672193867,2014-05-06,2023-09-25
6792,0,nat-geo-vol-ash,Mt. Mayon,147,143,23,1,0,0,50.0,149300.0,Km2,13.257,123.685,2009,26.0,47137.0,145000.0,197798.0,73.30717672193867,2014-07-28,2023-09-25
6793,0,nat-bio-epi-bac,Cholera,96,143,73,0,0,0,166.0,149300.0,Km2,-31.17,151.75,2009,26.0,205.0,145000.0,197798.0,73.30717672193867,2009-12-21,2023-09-25
6794,0,nat-hyd-flo-riv,Dengue,5,143,73,0,0,0,166.0,149300.0,Km2,-31.17,151.75,2009,2.0,3510.0,145000.0,197798.0,73.30717672193867,2010-01-04,2023-09-25
6795,0,nat-hyd-flo-riv,Dengue,9,478,73,0,0,1,166.0,149300.0,Km2,-31.17,151.75,2009,5.0,200.0,145000.0,197798.0,73.30717672193867,2010-01-04,2023-09-25
6796,0,nat-hyd-flo-fla,Dengue,114,453,73,0,0,0,166.0,157500.0,Km2,31.81,-6.78,2009,5.0,7520.0,145000.0,197798.0,73.30717672193867,2010-01-08,2023-09-25
6797,0,nat-hyd-flo-riv,Dengue,196,143,73,1,0,0,166.0,167300.0,Km2,-6.8,36.02,2009,18.0,50000.0,145000.0,197798.0,73.30717672193867,2014-05-12,2023-09-25
6798,0,nat-bio-epi-vir,Dengue,118,137,73,0,0,0,326.0,-6.0,Vaccinated,-22.98,-44.07,2009,135.0,41687.0,145000.0,197798.0,73.30717672193867,2010-01-05,2023-09-25
6799,0,nat-met-ext-col,Goni (Jolina),17,121,73,0,0,0,326.0,-6.0,°C,-22.98,-44.07,2009,135.0,50000.0,145000.0,197798.0,73.30717672193867,2010-07-13,2023-09-25
6800,0,nat-met-ext-col,Goni (Jolina),85,121,73,0,0,0,326.0,-9.0,°C,-22.98,-44.07,2010,100.0,91350.0,145000.0,197798.0,74.5094440781961,2010-08-04,2023-09-25
6801,0,nat-met-ext-col,Goni (Jolina),141,121,73,0,0,0,326.0,128.0,°C,-22.98,-44.07,2009,18.0,91350.0,145000.0,197798.0,73.30717672193867,2010-01-13,2023-09-25
6802,0,nat-hyd-flo-riv,Goni (Jolina),96,121,73,0,0,0,326.0,128.0,Km2,-22.98,-44.07,2009,40.0,91350.0,145000.0,197798.0,73.30717672193867,2011-03-15,2023-09-25
6803,0,nat-met-sto-bli,Goni (Jolina),200,143,41,0,0,1,326.0,128.0,Kph,-22.98,-44.07,2009,19.0,1000.0,145000.0,197798.0,73.30717672193867,2010-03-10,2023-09-25
6804,0,nat-hyd-mmw-mud,Goni (Jolina),25,143,41,0,0,0,326.0,128.0,Kph,-22.98,-44.07,2009,74.0,1000.0,145000.0,197798.0,73.30717672193867,2011-03-15,2023-09-25
6805,0,nat-met-sto-tor,Goni (Jolina),200,113,39,0,0,0,326.0,128.0,Kph,28.0,85.71,2009,1.0,2.0,2000000.0,2728246.0,73.30717672193867,2010-03-08,2023-09-25
6806,0,nat-met-sto-sev,Goni (Jolina),200,113,53,0,0,0,326.0,9062.0,Kph,28.0,85.71,2009,1.0,221422.0,1000000.0,1364123.0,73.30717672193867,2010-03-08,2023-09-25
6807,0,nat-met-sto-tor,Goni (Jolina),200,113,38,0,0,0,326.0,9062.0,Kph,28.0,85.71,2009,7.0,221422.0,850000.0,1159504.0,73.30717672193867,2010-03-08,2023-09-25
6808,0,nat-met-sto-sev,Goni (Jolina),211,113,38,0,0,0,326.0,9062.0,Kph,28.0,85.71,2009,1.0,221422.0,15000.0,20462.0,73.30717672193867,2010-01-12,2023-09-25
6809,0,nat-met-sto-tro,Goni (Jolina),147,113,38,0,0,0,326.0,9062.0,Kph,28.0,85.71,2009,14.0,221422.0,2888.0,3940.0,73.30717672193867,2010-03-15,2023-09-25
6810,0,nat-hyd-flo-riv,Cyclone Phyan,123,113,73,0,0,0,326.0,9062.0,Km2,28.0,85.71,2009,30.0,450.0,300000.0,409237.0,73.30717672193867,2010-01-13,2023-09-25
6811,0,nat-hyd-flo-riv,Cyclone Phyan,141,143,73,0,0,0,326.0,9062.0,Km2,28.0,85.71,2009,30.0,9082.0,300000.0,409237.0,73.30717672193867,2010-03-05,2023-09-25
6812,0,nat-met-sto-tro,Cyclone Phyan,85,121,73,0,0,0,326.0,9062.0,Kph,4.99,102.36,2009,20.0,9082.0,300000.0,409237.0,73.30717672193867,2010-03-08,2023-09-25
6813,0,nat-hyd-flo-riv,"Tropical cylone ""Goni""",132,121,73,0,0,0,326.0,9062.0,Km2,4.99,102.36,2009,17.0,9082.0,33000.0,45016.0,73.30717672193867,2010-01-13,2023-09-25
6814,0,nat-hyd-flo-riv,"Tropical cylone ""Goni""",206,121,73,0,0,0,326.0,47600.0,Km2,15.19,108.02,2009,17.0,40000.0,33000.0,45016.0,73.30717672193867,2010-01-13,2023-09-25
6815,0,nat-hyd-flo-riv,"Tropical cylone ""Goni""",103,121,73,0,0,0,326.0,24950.0,Km2,17.83,104.79,2009,10.0,38.0,33000.0,45016.0,73.30717672193867,2010-01-13,2023-09-25
6816,0,nat-hyd-flo-riv,"Tropical cylone ""Goni""",34,143,73,0,0,0,326.0,201100.0,Km2,30.86,101.18,2009,20.0,38.0,33000.0,45016.0,73.30717672193867,2010-03-05,2023-09-25
6817,0,nat-hyd-flo-riv,"Tropical cylone ""Goni""",118,121,38,0,0,1,326.0,51610.0,Km2,16.45,-96.97,2009,11.0,9000.0,150000.0,204618.0,73.30717672193867,2010-01-13,2023-09-25
6818,0,nat-hyd-flo-riv,"Tropical cylone ""Goni""",9,218,38,0,0,0,326.0,48.8,Km2,-12.99,-72.94,2009,7.0,9000.0,150000.0,204618.0,73.30717672193867,2010-03-04,2023-09-25
6819,0,nat-met-ext-hea,"Tropical cylone ""Goni""",9,185,38,0,0,0,326.0,48.8,°C,-12.99,-72.94,2009,347.0,2000.0,500000.0,682061.0,73.30717672193867,2010-03-07,2023-09-25
6820,0,nat-met-sto-sev,"Tropical cylone ""Goni""",31,185,38,0,0,0,326.0,-50.0,Kph,-12.99,-72.94,2009,2.0,150.0,500000.0,682061.0,73.30717672193867,2010-01-15,2023-09-25
6821,0,nat-met-sto-tro,"Tropical cylone ""Goni""",34,185,38,0,0,0,326.0,-50.0,Kph,-12.99,-72.94,2009,9.0,150.0,7000.0,9549.0,73.30717672193867,2010-01-15,2023-09-25
6822,0,nat-hyd-flo-riv,Chikungunya,136,185,73,0,0,0,326.0,-50.0,Km2,-12.99,-72.94,2009,31.0,150.0,62000.0,84576.0,73.30717672193867,2010-01-17,2023-09-25
6823,0,nat-hyd-flo-riv,Chikungunya,42,185,73,1,0,0,326.0,-50.0,Km2,-12.99,-72.94,2009,3.0,150.0,62000.0,84576.0,73.30717672193867,2014-05-06,2023-09-25
6824,0,nat-hyd-flo-riv,Chikungunya,3,185,69,1,0,1,326.0,-50.0,Km2,-12.99,-72.94,2009,5.0,6600.0,62000.0,84576.0,73.30717672193867,2014-07-28,2023-09-25
6825,0,nat-met-ext-col,Chikungunya,124,143,69,1,1,1,777.0,-50.0,°C,-12.99,-72.94,2009,5.0,769113.0,62000.0,84576.0,73.30717672193867,2014-05-12,2023-09-25
6826,0,nat-met-sto-hai,Chikungunya,29,143,69,0,0,0,777.0,135300.0,Kph,-12.99,-72.94,2009,16.0,400.0,281000.0,383319.0,73.30717672193867,2010-02-17,2023-09-25
6827,0,nat-bio-epi-vir,Chikungunya,116,143,53,0,0,0,777.0,135300.0,Vaccinated,-12.99,-72.94,2009,16.0,702.0,281000.0,383319.0,73.30717672193867,2010-03-31,2023-09-25
6828,0,nat-hyd-flo-riv,Meales,34,143,53,0,0,0,777.0,135300.0,Km2,-12.99,-72.94,2009,16.0,7.0,281000.0,383319.0,73.30717672193867,2010-08-04,2023-09-25
6829,0,nat-hyd-mmw-lan,Meales,40,143,53,0,0,0,777.0,135300.0,Km2,-12.99,-72.94,2009,30.0,7.0,108000.0,147325.0,73.30717672193867,2010-03-05,2023-09-25
6830,0,nat-hyd-flo-riv,Meales,85,143,53,0,0,0,777.0,135300.0,Km2,-12.99,-72.94,2009,52.0,23.0,108000.0,147325.0,73.30717672193867,2010-03-05,2023-09-25
6831,0,nat-met-sto-sev,Meales,85,453,53,0,0,0,777.0,135300.0,Kph,-12.99,-72.94,2009,32.0,23.0,108000.0,147325.0,73.30717672193867,2010-07-16,2023-09-25
6832,0,nat-met-sto-sev,Meales,85,453,38,0,0,0,777.0,135300.0,Kph,-12.99,-72.94,2009,20.0,50000.0,108000.0,147325.0,73.30717672193867,2010-03-08,2023-09-25
6833,0,nat-met-sto-sev,Meales,34,453,42,0,0,0,777.0,135300.0,Kph,-12.99,-72.94,2009,11.0,50000.0,108000.0,147325.0,73.30717672193867,2010-03-08,2023-09-25
6834,0,nat-met-sto-lig,Meales,200,453,53,0,0,0,777.0,135300.0,Kph,-12.99,-72.94,2009,6.0,25.0,1500000.0,2046184.0,73.30717672193867,2010-08-04,2023-09-25
6835,0,nat-bio-epi-vir,Meales,213,453,73,0,0,0,777.0,135300.0,Vaccinated,-12.99,-72.94,2009,50.0,1200.0,1700.0,2319.0,73.30717672193867,2010-03-10,2023-09-25
6836,0,nat-bio-epi-bac,Cholera,212,453,73,0,0,0,777.0,135300.0,Vaccinated,-12.99,-72.94,2009,87.0,5198.0,1700.0,2319.0,73.30717672193867,2010-08-13,2023-09-25
6837,0,nat-bio-epi-vir,Measles,131,453,73,0,0,0,777.0,135300.0,Vaccinated,-12.99,-72.94,2009,62.0,11461.0,1700.0,2319.0,73.30717672193867,2010-08-16,2023-09-25
6838,0,nat-bio-epi-bac,Diarroheic diseases,1,453,73,0,0,0,777.0,135300.0,°C,-12.99,-72.94,2009,107.0,25795.0,1700.0,2319.0,73.30717672193867,2010-07-20,2023-09-25
6839,0,nat-met-ext-hea,Cholera,94,453,73,0,0,0,777.0,135300.0,°C,-12.99,-72.94,2009,16.0,236308.0,1700.0,2319.0,73.30717672193867,2010-07-27,2024-02-06
6840,0,nat-hyd-flo-riv,Cholera,146,453,73,0,0,1,777.0,135300.0,Km2,-12.99,-72.94,2009,158.0,236308.0,1700.0,2319.0,73.30717672193867,2010-10-04,2023-09-25
6841,0,nat-bio-epi-bac,Cholera,126,269,85,0,0,0,777.0,5.4,Km2,38.245,71.467,2009,155.0,19310.0,1700.0,2319.0,73.30717672193867,2010-11-24,2023-09-25
6842,0,nat-cli-dro-dro,"Cyclone ""Oli""",5,269,85,0,0,1,777.0,5.4,Km2,38.245,71.467,2009,19.0,200000.0,1700.0,2319.0,73.30717672193867,2010-01-10,2023-09-25
6843,0,nat-cli-dro-dro,"Cyclone ""Oli""",154,263,49,0,0,1,777.0,5.4,Km2,38.245,71.467,2009,19.0,200000.0,1700.0,2319.0,73.30717672193867,2009-12-12,2023-09-25
6844,0,nat-cli-dro-dro,"Cyclone ""Oli""",34,360,49,0,0,0,777.0,5.4,Km2,38.245,71.467,2009,19.0,160000.0,1700.0,2319.0,73.30717672193867,2009-12-03,2023-09-25
6845,0,nat-cli-dro-dro,"Cyclone ""Oli""",17,360,49,0,0,0,777.0,5.4,Km2,38.245,71.467,2009,19.0,107500.0,1700.0,2319.0,73.30717672193867,2009-12-08,2023-09-25
6846,0,nat-cli-dro-dro,"Cyclone ""Oli""",85,360,49,0,0,1,777.0,5.4,Km2,38.245,71.467,2009,19.0,107500.0,1700.0,2319.0,73.30717672193867,2009-12-08,2023-09-25
6847,0,nat-cli-dro-dro,"Cyclone ""Oli""",54,360,49,0,0,1,777.0,5.4,Km2,38.245,71.467,2009,19.0,107500.0,1700.0,2319.0,73.30717672193867,2010-04-26,2023-09-25
6848,0,nat-cli-dro-dro,"Cyclone ""Oli""",75,74,49,0,0,1,777.0,5.4,Km2,38.245,71.467,2009,19.0,2500000.0,27000.0,36831.0,73.30717672193867,2010-02-09,2023-09-25
6849,0,nat-cli-dro-dro,"Cyclone ""Oli""",169,269,49,0,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,45000.0,27000.0,36831.0,73.30717672193867,2010-04-26,2023-09-25
6850,0,nat-cli-dro-dro,"Cyclone ""Oli""",203,262,49,0,0,1,131.0,5.4,Km2,38.245,71.467,2009,19.0,45000.0,3600000.0,4910843.0,73.30717672193867,2010-02-10,2023-09-25
6851,0,nat-cli-dro-dro,"Cyclone ""Oli""",80,262,49,0,0,1,131.0,5.4,Km2,38.245,71.467,2009,19.0,45000.0,3600000.0,4910843.0,73.30717672193867,2011-04-20,2023-09-25
6852,0,nat-cli-dro-dro,"Cyclone ""Oli""",59,356,49,0,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,6200000.0,3600000.0,4910843.0,73.30717672193867,2010-08-26,2023-09-25
6853,0,nat-cli-dro-dro,"Cyclone ""Oli""",173,3,49,0,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,4300000.0,3600000.0,4910843.0,73.30717672193867,2010-02-04,2023-09-25
6854,0,nat-cli-dro-dro,"Cyclone ""Oli""",13,92,49,0,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,180000.0,3600000.0,4910843.0,73.30717672193867,2010-02-24,2023-09-25
6855,0,nat-cli-dro-dro,"Cyclone ""Oli""",135,261,49,1,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,7900000.0,3600000.0,4910843.0,73.30717672193867,2014-07-28,2023-09-25
6856,0,nat-cli-dro-dro,"Cyclone ""Oli""",183,365,49,1,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,2400000.0,3600000.0,4910843.0,73.30717672193867,2014-07-28,2023-09-25
6857,0,nat-cli-dro-dro,"Cyclone ""Oli""",34,296,84,0,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,60000000.0,3600000.0,4910843.0,73.30717672193867,2011-01-10,2023-09-25
6858,0,nat-cli-dro-dro,"Cyclone ""Oli""",141,210,49,1,0,0,131.0,5.4,Km2,38.245,71.467,2009,19.0,303000.0,1500.0,2013.0,73.30717672193867,2010-08-16,2023-09-25
